instance_id	wn_id	bn_id	synset	lemmas	gloss
d005.s005.t003	appeal%1:04:00::	bn:00005019n	appeal.n.03	appeal	(law) a legal proceeding in which the appellant resorts to a higher court for the purpose of obtaining a review of a lower court decision and a reversal of the lower court's judgment or the granting of a new trial
d005.s005.t004	argument%1:10:02::	bn:00005600n	argument.n.01	argument, statement	a fact or assertion offered as evidence that something is true
d005.s005.t005	court%1:14:00::	bn:00023301n	court.n.01	court, tribunal, judicature	an assembly (including one or more judges) to conduct judicial business
d005.s005.t006	year%1:28:01::	bn:00078738n	year.n.01	year, twelvemonth, yr	a period of time containing 365 (or 366) days
d005.s006.t000	reporting%1:10:00::	bn:00023362n	coverage.n.03	coverage, reporting, reportage	the news as presented by reporters for newspapers or radio or television
d005.s006.t001	trial%1:04:02::	bn:00078198n	trial.n.04	trial	(law) the determination of a person's innocence or guilt by due process of law
d005.s006.t002	reporter%1:18:00::	bn:00057562n	reporter.n.01	reporter, newsman, newsperson	a person who investigates and reports or edits news stories
d005.s006.t003	use%1:04:00::	bn:00030627n	use.n.01	use, usage, utilization, utilisation, employment, exercise	the act of using
d005.s006.t004	circus%1:04:01::	bn:00016140n	circus.n.03	circus, carnival	a frenetic disorganized (and often comic) disturbance suggestive of a large public entertainment
d005.s006.t005	atmosphere%1:26:01::	bn:00003263n	atmosphere.n.01	atmosphere, ambiance, ambience	a particular environment or surrounding influence
d005.s006.t006	detail%1:09:00::	bn:00026622n	detail.n.01	detail, item, point	an isolated fact that is considered separately from the whole
d005.s006.t007	jury%1:14:00::	bn:00048658n	jury.n.01	jury	a body of citizens sworn to give a true verdict according to the evidence presented in a court of law
d005.s006.t008	passion%1:12:00::	bn:00060907n	passion.n.01	passion, passionateness	a strong feeling or emotion
d005.s007.t000	claim%1:10:02::	bn:00019404n	claim.n.02	claim	an assertion that something is true or factual
d005.s007.t001	appeal%1:04:00::	bn:00005019n	appeal.n.03	appeal	(law) a legal proceeding in which the appellant resorts to a higher court for the purpose of obtaining a review of a lower court decision and a reversal of the lower court's judgment or the granting of a new trial
d005.s007.t002	judge%1:18:00::	bn:00048488n	judge.n.01	judge, justice, jurist	a public official authorized to decide questions brought before a court of justice
d005.s007.t003	question%1:10:01::	bn:00043267n	question.n.02	question, head	the subject matter at issue
d005.s007.t004	courtroom%1:06:00::	bn:00023302n	court.n.02	court, courtroom	a room in which a lawcourt sits
d005.s007.t005	rule%1:10:00::	bn:00064192n	rule.n.03	rule, prescript	prescribed guide for conduct or action
d005.s008.t000	trial%1:04:02::	bn:00078198n	trial.n.04	trial	(law) the determination of a person's innocence or guilt by due process of law
d005.s008.t001	danger%1:26:00::	bn:00025170n	danger.n.01	danger	the condition of being susceptible to harm or injury
d005.s008.t002	inclusion%1:04:00::	bn:00046310n	inclusion.n.04	inclusion	the act of including
d005.s008.t003	courtroom%1:06:00::	bn:00023302n	court.n.02	court, courtroom	a room in which a lawcourt sits
d005.s008.t004	individual%1:03:00::	bn:00046516n	person.n.01	person, individual, someone, somebody, mortal, soul	a human being
d005.s008.t005	right%1:07:00::	bn:00067807n	right.n.01	right	an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ; - Eleanor Roosevelt
d005.s008.t006	defense_lawyer%1:18:00::	bn:00025890n	defense_attorney.n.01	defense_attorney, defense_lawyer	the lawyer representing the defendant
d005.s009.t000	trial_judge%1:18:00::	bn:00078207n	trial_judge.n.01	trial_judge	a judge in a trial court
d005.s009.t001	state%1:15:01::	bn:00064914n	state.n.01	state, province	the territory occupied by one of the constituent administrative districts of a nation
d005.s009.t002	superior_court%1:14:00::	bn:00075262n	superior_court.n.01	superior_court	any court that has jurisdiction above an inferior court
d005.s009.t003	claim%1:10:02::	bn:00019404n	claim.n.02	claim	an assertion that something is true or factual
d005.s009.t004	ruling%1:04:00::	bn:00059171n	opinion.n.05	opinion, ruling	the reason for a court's judgment (as opposed to the decision itself)
d005.s009.t005	week%1:28:02::	bn:00014711n	week.n.03	week, calendar_week	a period of seven consecutive days starting on Sunday
d005.s009.t006	news_media%1:10:00::	bn:00048459n	journalism.n.01	journalism, news_media	newspapers and magazines collectively
d005.s009.t007	evidence%1:10:00::	bn:00032047n	evidence.n.03	evidence	(law) all the means by which any alleged matter of fact whose truth is investigated at judicial trial is established or disproved
d005.s009.t008	jury%1:14:00::	bn:00048658n	jury.n.01	jury	a body of citizens sworn to give a true verdict according to the evidence presented in a court of law
d005.s009.t009	passion%1:12:00::	bn:00060907n	passion.n.01	passion, passionateness	a strong feeling or emotion
d005.s010.t000	last_word%1:10:00::	bn:00050106n	last_word.n.01	last_word	the final statement in a verbal argument
d005.s010.t000	last_word%1:10:01::	bn:00050107n	last_word.n.02	last_word	an authoritative statement
d005.s010.t001	issue%1:09:01::	bn:00047688n	issue.n.01	issue	an important question that is in dispute and must be settled
d005.s011.t000	decade%1:28:00::	bn:00025646n	decade.n.01	decade, decennary, decennium	a period of 10 years
d005.s011.t001	appeals_court%1:14:00::	bn:00005022n	appellate_court.n.01	appellate_court, appeals_court, court_of_appeals	a court whose jurisdiction is to review decisions of lower courts or agencies
d005.s011.t002	coverage%1:10:00::	bn:00023362n	coverage.n.03	coverage, reporting, reportage	the news as presented by reporters for newspapers or radio or television
d005.s011.t003	case%1:04:00::	bn:00016403n	lawsuit.n.01	lawsuit, suit, case, cause, causa	a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy
d005.s011.t004	question%1:10:01::	bn:00043267n	question.n.02	question, head	the subject matter at issue
d005.s011.t005	trial%1:04:02::	bn:00078198n	trial.n.04	trial	(law) the determination of a person's innocence or guilt by due process of law
d005.s011.t006	fairness%1:09:00::	bn:00015226n	fairness.n.02	fairness, fair-mindedness, candor, candour	ability to make judgments free from discrimination or dishonesty
d005.s012.t000	ruling%1:04:00::	bn:00059171n	opinion.n.05	opinion, ruling	the reason for a court's judgment (as opposed to the decision itself)
d005.s012.t001	united_states_supreme_court%1:14:00::	bn:00075359n	supreme_court.n.01	Supreme_Court, Supreme_Court_of_the_United_States, United_States_Supreme_Court	the highest federal court in the United States; has final appellate jurisdiction and has jurisdiction over all other courts in the nation
d005.s012.t002	conviction%1:04:00::	bn:00021628n	conviction.n.02	conviction, judgment_of_conviction, condemnation, sentence	(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed
d005.s012.t003	cleveland%1:15:00::	bn:00019742n	cleveland.n.01	Cleveland	the largest city in Ohio; located in northeastern Ohio on Lake Erie; a major Great Lakes port
d005.s012.t004	osteopath%1:18:00::	bn:00059674n	osteopath.n.01	osteopath, osteopathist	a therapist who manipulates the skeleton and muscles
d005.s012.t005	murder%1:04:00::	bn:00032175n	murder.n.01	murder, slaying, execution	unlawful premeditated killing of a human being by a human being
d005.s012.t006	wife%1:18:00::	bn:00053531n	wife.n.01	wife, married_woman	a married woman; a man's partner in marriage
d005.s012.t007	decision%1:09:00::	bn:00021584n	decision.n.02	decision, determination, conclusion	a position or opinion or judgment reached after consideration
d005.s012.t008	carnival%1:04:02::	bn:00016140n	circus.n.03	circus, carnival	a frenetic disorganized (and often comic) disturbance suggestive of a large public entertainment
d005.s012.t009	atmosphere%1:26:01::	bn:00003263n	atmosphere.n.01	atmosphere, ambiance, ambience	a particular environment or surrounding influence
d005.s012.t010	trial%1:04:02::	bn:00078198n	trial.n.04	trial	(law) the determination of a person's innocence or guilt by due process of law
d005.s012.t011	news_media%1:10:00::	bn:00048459n	journalism.n.01	journalism, news_media	newspapers and magazines collectively
d005.s013.t000	crime%1:04:00::	bn:00023807n	crime.n.01	crime, offense, criminal_offense, criminal_offence, offence, law-breaking	(criminal law) an act punishable by law; usually considered an evil act
d005.s013.t001	inspiration%1:09:02::	bn:00046926n	inspiration.n.01	inspiration	arousal of the mind to special unusual activity or creativity
d005.s013.t002	television_show%1:10:00::	bn:00076429n	television_program.n.01	television_program, TV_program, television_show, TV_show	a program broadcast by television
d005.s013.t003	movie%1:10:00::	bn:00034471n	movie.n.01	movie, film, picture, moving_picture, moving-picture_show, motion_picture, motion-picture_show, picture_show, pic, flick	a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement
d005.s014.t000	lawyer%1:18:00::	bn:00007051n	lawyer.n.01	lawyer, attorney	a professional person authorized to practice law; conducts lawsuits or gives legal advice
d005.s014.t001	appeals_court%1:14:00::	bn:00005022n	appellate_court.n.01	appellate_court, appeals_court, court_of_appeals	a court whose jurisdiction is to review decisions of lower courts or agencies
d005.s014.t002	conviction%1:04:00::	bn:00021628n	conviction.n.02	conviction, judgment_of_conviction, condemnation, sentence	(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed
d005.s014.t003	half%1:23:00::	bn:00042601n	one-half.n.01	one-half, half	one of two equal parts of a divisible whole
d005.s014.t004	century%1:28:00::	bn:00017234n	century.n.01	century	a period of 100 years
d005.s014.t005	argument%1:10:02::	bn:00005600n	argument.n.01	argument, statement	a fact or assertion offered as evidence that something is true
d005.s014.t006	rule%1:10:00::	bn:00064192n	rule.n.03	rule, prescript	prescribed guide for conduct or action
d005.s014.t007	way%1:07:01::	bn:00033729n	manner.n.01	manner, mode, style, way, fashion	how something is done or how it happens
d005.s014.t008	courtroom%1:06:00::	bn:00023302n	court.n.02	court, courtroom	a room in which a lawcourt sits
d005.s014.t009	time%1:11:00::	bn:00019848n	time.n.01	time, clip	an instance or single occasion for some event
d005.s014.t010	case%1:04:00::	bn:00016403n	lawsuit.n.01	lawsuit, suit, case, cause, causa	a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy
d005.s015.t000	reason%1:10:00::	bn:00016851n	cause.n.02	cause, reason, grounds	a justification for something existing or happening
d005.s015.t001	concern%1:12:01::	bn:00016013n	concern.n.02	concern, care, fear	an anxious feeling
d005.s015.t002	impact%1:19:00::	bn:00046065n	impact.n.02	impact, wallop	a forceful consequence; a strong effect
d005.s015.t003	trial%1:04:02::	bn:00078198n	trial.n.04	trial	(law) the determination of a person's innocence or guilt by due process of law
d005.s015.t004	professor%1:18:00::	bn:00064601n	professor.n.01	professor, prof	someone who is a member of the faculty at a college or university
d005.s015.t005	connecticut%1:15:00::	bn:00021904n	connecticut.n.01	Connecticut, Nutmeg_State, Constitution_State, CT	a New England state; one of the original 13 colonies
d005.s015.t006	death_penalty%1:04:00::	bn:00015656n	execution.n.01	execution, executing, capital_punishment, death_penalty	putting a condemned person to death
