sentence_id	text	translation	lemma	translation_token	translation_lemma
d006.s002	The expulsion presumably forged by two players of Real Madrid ( Xabi Alonso and Sergio Ramos ) in the game played on the 23rd of November against Ajax in European Champions League has caused rivers of ink to be written about if such behavior is or is not unsportsmanlike and if , both players should be sanctioned by UEFA .	11月23日, 两人(Xabi Alonso和Sergio Ramos)在针对欧洲冠军联盟的Ajax的比赛中, 可能由Real Madrid(Xabi Alonso和Sergio Ramos)两人伪造的驱逐令,	the expulsion presumably forge by two player of real madrid ( xabus alonso and sergio ramo ) in the game play on the 23rd of november against ajax in european champion league have cause river of ink to be write about if such behavior be or be not unsportsmanlike and if , both player should be sanction by uefa .	11月 23日 , 两 人 (Xabi Alonso 和 Sergio Ramos) 在 针对 欧洲 冠军 联盟 的 Ajax 的 比赛 中 , 可能 由 Real Madrid (Xabi Alonso 和 Sergio Ramos ) 两 人 伪造 的 驱逐令 ,	11月 23日 , 两 人 (Xabi Alonso 和 Sergio Ramos) 在 针对 欧洲 冠军 联盟 的 Ajax 的 比赛 中 , 可能 由 Real Madrid (Xabi Alonso 和 Sergio Ramos ) 两 人 伪造 的 驱逐令 ,
d006.s003	As we all know , a few minutes before the end of the game ( that their team had already won ) , both players deliberately wasted time which made the referee show the second yellow card to both of them .	我们都知道, 在比赛结束前几分钟(他们的球队已经赢了), 两位球员故意浪费时间, 让裁判给两人展示第二张黄色卡片。	as we all know , a few minute before the end of the game ( that they team have already win ) , both player deliberately waste time which make the referee show the second yellow card to both of they .	我们 都 知道 , 在 比赛 结束 前 几 分钟 ( 他们 的 球队 已经 赢 了 ) , 两 位 球员 故意 浪费 时间 , 让 裁判 给 两 人 展示 第二 张 黄色 卡片 。	我们 都 知道 , 在 比赛 结束 前 几 分钟 ( 他们 的 球队 已经 赢 了 ) , 两 位 球员 故意 浪费 时间 , 让 裁判 给 两 人 展示 第二 张 黄色 卡片 。
d006.s004	This way , and since Real Madrid will finish as leader of its group , both players will fulfil the prescribed sanction during the next game of league , against Auxerre , and will be able to get rid of the cards the following phase .	两位球员将在下一场联盟比赛中完成规定的制裁, 并能够在下阶段除掉卡片。	this way , and since real madrid will finish as leader of its group , both player will fulfil the prescribed sanction during the next game of league , against auxerre , and will be able to get rid of the card the following phase .	两 位 球员 将 在 下 一 场 联盟 比赛 中 完成 规定 的 制裁 , 并 能够 在 下 阶段 除掉 卡片 。	两 位 球员 将 在 下 一 场 联盟 比赛 中 完成 规定 的 制裁 , 并 能够 在 下 阶段 除掉 卡片 。
d006.s005	Finally , the committee of discipline of the UEFA has sanctioned with two games the trainer of the team , Jose Mourinho , and with different economic amounts the implied players .	最后, 欧足联纪律委员会以两场比赛来制裁球队教练Jose Mourinho(Jose Mourinho),	finally , the committee of discipline of the uefa have sanction with two game the trainer of the team , jose mourinho , and with different economic amount the implied player .	最后 , 欧足联 纪律 委员会 以 两 场 比赛 来 制裁 球队 教练 Jose Mourinho(Jose Mourinho) ,	最后 , 欧足联 纪律 委员会 以 两 场 比赛 来 制裁 球队 教练 Jose Mourinho(Jose Mourinho) ,
d006.s006	The provocation of a yellow card in similar circumstances as this one is not a new practice , but rather frequent in the world of football .	在类似情况下, 黄卡的挑衅不是新做法, 而是在足球界很常见。	the provocation of a yellow card in similar circumstance as this one be not a new practice , but rather frequent in the world of football .	在 类似 情况 下 , 黄卡 的 挑衅 不是 新 做法 , 而是 在 足球界 很 常见 。	在 类似 情况 下 , 黄卡 的 挑衅 不是 新 做法 , 而是 在 足球界 很 常见 。
d006.s007	It is so extended that it part of the ethos , of the unwritten rules , but followed nonetheless by this sport .	但它仍然遵循这项运动。	it be so extended that it part of the ethos , of the unwritten rule , but follow nonetheless by this sport .	但 它 仍然 遵循 这项 运动 。	但 它 仍然 遵循 这项 运动 。
d006.s008	Part of the debate arisen in the related case is caused by the fact that has been carried out by team of the Real Madrid organization ( that in its hymn presumes of nobility and honor , and that has fined its players for analogous acts ) and by the dramatization orchestrated , apparently , by Mourinho , who adds one more to his expanded history of histrionic and provoking technician .	在相关案件中引起辩论的部分原因在于真实马德里组织团队(以其高尚和荣誉的赞美假定, 并因类似行为对其球员处以罚款), 以及显然由穆林霍策划的戏剧化(显然由穆林霍策划),	part of the debate arise in the related case be cause by the fact that have be carry out by team of the real madrid organization ( that in its hymn presume of nobility and honor , and that have fine its player for analogous act ) and by the dramatization orchestrate , apparently , by mourinho , who add one more to he expanded history of histrionic and provoking technician .	在 相关 案件 中 引起 辩论 的 部分 原因 在于 真实 马德里 组织 团队 ( 以 其 高尚 和 荣誉 的 赞美 假定 , 并 因 类似 行为 对 其 球员 处以 罚款 ) , 以及 显然 由 穆林霍 策划 的 戏剧化 ( 显然 由 穆林 霍策 划) ,	在 相关 案件 中 引起 辩论 的 部分 原因 在于 真实 马德里 组织 团队 ( 以 其 高尚 和 荣誉 的 赞美 假定 , 并 因 类似 行为 对 其 球员 处以 罚款 ) , 以及 显然 由 穆林霍 策划 的 戏剧化 ( 显然 由 穆林 霍策 划) ,
d006.s009	Anyway , the debate deals with if that type of behavior not prohibited specifically by the regulation contradicts the principles of the sport , that is to say , if with these actions fraud is committed ; then , indeed , they are respectful actions with the sport regulation , but they seem to elude its sense .	总之, 这场辩论讨论的是, 条例未明确禁止的此类行为是否与体育原则相矛盾, 也就是说,	anyway , the debate deal with if that type of behavior not prohibit specifically by the regulation contradict the principle of the sport , that be to say , if with these action fraud be commit ; then , indeed , they be respectful action with the sport regulation , but they seem to elude its sense .	总之 , 这 场 辩论 讨论 的 是 , 条例 未 明确 禁止 的 此类 行为 是否 与 体育 原则 相 矛盾 , 也就是说 ,	总之 , 这 场 辩论 讨论 的 是 , 条例 未 明确 禁止 的 此类 行为 是否 与 体育 原则 相 矛盾 , 也就是说 ,
d006.s010	The matter examines the type of damage that is brought to the sporting spirit .	该事件考察了给体育精神带来的伤害类型。	the matter examine the type of damage that be bring to the sport spirit .	该 事件 考察 了 给 体育 精神 带来 的 伤害 类型 。	该 事件 考察 了 给 体育 精神 带来 的 伤害 类型 。
d006.s011	One of the advantages that include the sport spirit is the physical integrity of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent game .	包括体育精神的优势之一是对立球员的人身安全, 这些行动并没有带来危险, 也就是说,没有暴力游戏。	one of the advantage that include the sport spirit be the physical integrity of the opposite player , aspect that with these action be n't put into danger , that be to say , there be no violent game .	包括 体育 精神 的 优势 之一 是 对立 球员 的 人身 安全 , 这些 行动 并没有 带来 危险 , 也就是说 , 没有 暴力 游戏 。	包括 体育 精神 的 优势 之一 是 对立 球员 的 人身 安全 , 这些 行动 并没有 带来 危险 , 也就是说 , 没有 暴力 游戏 。
d006.s012	Another of these advantages to which it is alluded to with the fare-play is to avoid that the team of the lawbreaker players takes advantage unjustly of the opposite team , which did not happen either .	避免违法者团队不公正地利用对立团队的优势,	another of these advantage to which it be allude to with the fare-play be to avoid that the team of the lawbreaker player take advantage unjustly of the opposite team , which do not happen either .	避免 违法者 团队 不 公正 地 利用 对立 团队 的 优势 ,	避免 违法者 团队 不 公正 地 利用 对立 团队 的 优势 ,
d006.s013	However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .	然而,关于Real Madrid球员行动的矛盾之处在于,它没有遵守我们通常称之为法律欺诈的规定,因为违反规则并非秘密地试图逃避制裁,但他们的行动最为明显,因此他们受到裁判的惩罚。	however , the paradoxical thing about the action of the player of real madrid be that it do not comply to what we normally characterize as legal_fraud , because the violation of the rule be not make secretly as to try to avoid the sanction , but they action be most evident and thus they receive punishment from the referee .	然而 , 关于 Real Madrid 球员 行动 的 矛盾 之 处 在于 , 它 没有 遵守 我们 通常 称之为 法律 欺诈 的 规定 , 因为 违反 规则 并非 秘密 地 试图 逃避 制裁 , 但 他们 的 行动 最为 明显 , 因此 他们 受到 裁判 的 惩罚 。	然而 , 关于 Real Madrid 球员 行动 的 矛盾 之 处 在于 , 它 没有 遵守 我们 通常 称之为 法律 欺诈 的 规定 , 因为 违反 规则 并非 秘密 地 试图 逃避 制裁 , 但 他们 的 行动 最为 明显 , 因此 他们 受到 裁判 的 惩罚 。
d006.s014	They waited for and accepted the sanction with no complaints .	他们等待并接受制裁,	they wait for and accept the sanction with no complaint .	他们 等待 并 接受 制裁 ,	他们 等待 并 接受 制裁 ,
